aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,21,Ireland,740,Democratic People's Republic of Korea,2020,0.34,Millions,Current Prices
ODA: Total Net,301,Canada,740,Democratic People's Republic of Korea,2020,0.93,Millions,Current Prices
ODA: Total Net,3,Denmark,740,Democratic People's Republic of Korea,2020,0.1,Millions,Current Prices
ODA: Total Net,1,Austria,740,Democratic People's Republic of Korea,2020,0.03,Millions,Current Prices
ODA: Total Net,10,Sweden,740,Democratic People's Republic of Korea,2020,3.49,Millions,Current Prices
ODA: Total Net,11,Switzerland,740,Democratic People's Republic of Korea,2020,6.81,Millions,Current Prices
ODA: Total Net,12,United Kingdom,740,Democratic People's Republic of Korea,2020,0.28,Millions,Current Prices
ODA: Total Net,12,United Kingdom,745,Lao People's Democratic Republic,2020,1.96,Millions,Current Prices
ODA: Total Net,18,Finland,745,Lao People's Democratic Republic,2020,1.13,Millions,Current Prices
ODA: Total Net,11,Switzerland,745,Lao People's Democratic Republic,2020,21.92,Millions,Current Prices
ODA: Total Net,1,Austria,745,Lao People's Democratic Republic,2020,0.94,Millions,Current Prices
ODA: Total Net,10,Sweden,745,Lao People's Democratic Republic,2020,0.25,Millions,Current Prices
ODA: Total Net,3,Denmark,745,Lao People's Democratic Republic,2020,0.5,Millions,Current Prices
ODA: Total Net,21,Ireland,745,Lao People's Democratic Republic,2020,0.98,Millions,Current Prices
ODA: Total Net,22,Luxembourg,745,Lao People's Democratic Republic,2020,22.26,Millions,Current Prices
ODA: Total Net,5,Germany,745,Lao People's Democratic Republic,2020,28.24,Millions,Current Prices
ODA: Total Net,4,France,745,Lao People's Democratic Republic,2020,12.25,Millions,Current Prices
ODA: Total Net,302,United States,745,Lao People's Democratic Republic,2020,63.32,Millions,Current Prices
ODA: Total Net,4,France,446,Guyana,2020,0.18,Millions,Current Prices
ODA: Total Net,75,Hungary,446,Guyana,2020,0,Millions,Current Prices
ODA: Total Net,742,Korea,446,Guyana,2020,0.16,Millions,Current Prices
ODA: Total Net,820,New Zealand,446,Guyana,2020,0.05,Millions,Current Prices
ODA: Total Net,8,Norway,446,Guyana,2020,2.93,Millions,Current Prices
ODA: Total Net,801,Australia,446,Guyana,2020,0.03,Millions,Current Prices
ODA: Total Net,701,Japan,446,Guyana,2020,9.9,Millions,Current Prices
ODA: Total Net,5,Germany,446,Guyana,2020,0.47,Millions,Current Prices
ODA: Total Net,6,Italy,446,Guyana,2020,-0.2,Millions,Current Prices
ODA: Total Net,50,Spain,446,Guyana,2020,0,Millions,Current Prices
ODA: Total Net,6,Italy,451,Paraguay,2020,0.69,Millions,Current Prices
ODA: Total Net,5,Germany,451,Paraguay,2020,3.09,Millions,Current Prices
ODA: Total Net,50,Spain,451,Paraguay,2020,6.37,Millions,Current Prices
ODA: Total Net,701,Japan,451,Paraguay,2020,11.96,Millions,Current Prices
ODA: Total Net,801,Australia,451,Paraguay,2020,0.02,Millions,Current Prices
ODA: Total Net,820,New Zealand,451,Paraguay,2020,0,Millions,Current Prices
ODA: Total Net,742,Korea,451,Paraguay,2020,65.44,Millions,Current Prices
ODA: Total Net,75,Hungary,451,Paraguay,2020,0.01,Millions,Current Prices
ODA: Total Net,4,France,451,Paraguay,2020,42.89,Millions,Current Prices
ODA: Total Net,302,United States,451,Paraguay,2020,26.61,Millions,Current Prices
ODA: Total Net,301,Canada,451,Paraguay,2020,0.19,Millions,Current Prices
ODA: Total Net,22,Luxembourg,451,Paraguay,2020,0.13,Millions,Current Prices
ODA: Total Net,21,Ireland,451,Paraguay,2020,0.1,Millions,Current Prices
ODA: Total Net,11,Switzerland,451,Paraguay,2020,1.6,Millions,Current Prices
ODA: Total Net,1,Austria,451,Paraguay,2020,0.27,Millions,Current Prices
ODA: Total Net,10,Sweden,451,Paraguay,2020,0.75,Millions,Current Prices
ODA: Total Net,12,United Kingdom,451,Paraguay,2020,0.96,Millions,Current Prices
ODA: Total Net,2,Belgium,451,Paraguay,2020,0.68,Millions,Current Prices
ODA: Total Net,2,Belgium,454,Peru,2020,7.81,Millions,Current Prices
ODA: Total Net,18,Finland,454,Peru,2020,0.41,Millions,Current Prices
ODA: Total Net,12,United Kingdom,454,Peru,2020,10.29,Millions,Current Prices
ODA: Total Net,10,Sweden,454,Peru,2020,0.96,Millions,Current Prices
ODA: Total Net,1,Austria,454,Peru,2020,1.16,Millions,Current Prices
ODA: Total Net,11,Switzerland,454,Peru,2020,20.05,Millions,Current Prices
ODA: Total Net,21,Ireland,454,Peru,2020,0.57,Millions,Current Prices
ODA: Total Net,22,Luxembourg,454,Peru,2020,1.17,Millions,Current Prices
ODA: Total Net,3,Denmark,454,Peru,2020,0.15,Millions,Current Prices
ODA: Total Net,301,Canada,454,Peru,2020,21.01,Millions,Current Prices
ODA: Total Net,4,France,454,Peru,2020,62.56,Millions,Current Prices
ODA: Total Net,302,United States,454,Peru,2020,140.72,Millions,Current Prices
ODA: Total Net,75,Hungary,454,Peru,2020,0.01,Millions,Current Prices
ODA: Total Net,742,Korea,454,Peru,2020,9.45,Millions,Current Prices
ODA: Total Net,76,Poland,454,Peru,2020,0.16,Millions,Current Prices
ODA: Total Net,820,New Zealand,454,Peru,2020,0.31,Millions,Current Prices
ODA: Total Net,9,Portugal,454,Peru,2020,0.03,Millions,Current Prices
ODA: Total Net,801,Australia,454,Peru,2020,0.07,Millions,Current Prices
ODA: Total Net,8,Norway,454,Peru,2020,9.57,Millions,Current Prices
ODA: Total Net,2,Belgium,918,EDF,2020,162.93,Millions,Current Prices
ODA: Total Net,1,Austria,918,EDF,2020,128.46,Millions,Current Prices
ODA: Total Net,10,Sweden,918,EDF,2020,155.13,Millions,Current Prices
ODA: Total Net,2,Belgium,919,EIB,2020,12.07,Millions,Current Prices
ODA: Total Net,21,Ireland,919,EIB,2020,3.11,Millions,Current Prices
ODA: Total Net,22,Luxembourg,919,EIB,2020,1.61,Millions,Current Prices
ODA: Total Net,3,Denmark,919,EIB,2020,5.25,Millions,Current Prices
ODA: Total Net,61,Slovenia,919,EIB,2020,0.62,Millions,Current Prices
ODA: Total Net,50,Spain,927,Other EU institutions,2020,1.71,Millions,Current Prices
ODA: Total Net,12,United Kingdom,927,Other EU institutions,2020,-17.03,Millions,Current Prices
ODA: Total Net,18,Finland,93,Moldova,2020,0.54,Millions,Current Prices
ODA: Total Net,12,United Kingdom,93,Moldova,2020,1.65,Millions,Current Prices
ODA: Total Net,2,Belgium,93,Moldova,2020,0,Millions,Current Prices
ODA: Total Net,10,Sweden,93,Moldova,2020,14.56,Millions,Current Prices
ODA: Total Net,11,Switzerland,93,Moldova,2020,15.62,Millions,Current Prices
ODA: Total Net,1,Austria,93,Moldova,2020,4.54,Millions,Current Prices
ODA: Total Net,3,Denmark,93,Moldova,2020,0.03,Millions,Current Prices
ODA: Total Net,301,Canada,93,Moldova,2020,0.29,Millions,Current Prices
ODA: Total Net,22,Luxembourg,93,Moldova,2020,0.07,Millions,Current Prices
ODA: Total Net,5,Germany,93,Moldova,2020,11.68,Millions,Current Prices
ODA: Total Net,4,France,93,Moldova,2020,2.29,Millions,Current Prices
ODA: Total Net,302,United States,93,Moldova,2020,31.23,Millions,Current Prices
ODA: Total Net,6,Italy,93,Moldova,2020,0.7,Millions,Current Prices
ODA: Total Net,50,Spain,93,Moldova,2020,0.09,Millions,Current Prices
ODA: Total Net,7,Netherlands,93,Moldova,2020,0.1,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,93,Moldova,2020,1.03,Millions,Current Prices
ODA: Total Net,68,Czech Republic,93,Moldova,2020,5.15,Millions,Current Prices
ODA: Total Net,701,Japan,93,Moldova,2020,1.26,Millions,Current Prices
ODA: Total Net,76,Poland,93,Moldova,2020,1.86,Millions,Current Prices
ODA: Total Net,75,Hungary,93,Moldova,2020,0.85,Millions,Current Prices
ODA: Total Net,742,Korea,93,Moldova,2020,0.65,Millions,Current Prices
ODA: Total Net,9,Portugal,93,Moldova,2020,0.01,Millions,Current Prices
ODA: Total Net,8,Norway,93,Moldova,2020,1.33,Millions,Current Prices
ODA: Total Net,8,Norway,959,UNDP,2020,58.96,Millions,Current Prices
ODA: Total Net,801,Australia,959,UNDP,2020,8.75,Millions,Current Prices
ODA: Total Net,820,New Zealand,959,UNDP,2020,5.19,Millions,Current Prices
ODA: Total Net,9,Portugal,959,UNDP,2020,0.05,Millions,Current Prices
ODA: Total Net,742,Korea,959,UNDP,2020,6.82,Millions,Current Prices
ODA: Total Net,701,Japan,959,UNDP,2020,89.2,Millions,Current Prices
ODA: Total Net,68,Czech Republic,959,UNDP,2020,0.15,Millions,Current Prices
ODA: Total Net,7,Netherlands,959,UNDP,2020,59.29,Millions,Current Prices
ODA: Total Net,5,Germany,959,UNDP,2020,125.36,Millions,Current Prices
ODA: Total Net,6,Italy,959,UNDP,2020,5.7,Millions,Current Prices
ODA: Total Net,4,France,959,UNDP,2020,10.17,Millions,Current Prices
ODA: Total Net,302,United States,959,UNDP,2020,93.55,Millions,Current Prices
ODA: Total Net,22,Luxembourg,959,UNDP,2020,6.87,Millions,Current Prices
ODA: Total Net,21,Ireland,959,UNDP,2020,8.83,Millions,Current Prices
ODA: Total Net,5,Germany,489,"South America, regional",2020,130.01,Millions,Current Prices
ODA: Total Net,50,Spain,489,"South America, regional",2020,1.78,Millions,Current Prices
ODA: Total Net,7,Netherlands,489,"South America, regional",2020,2.28,Millions,Current Prices
ODA: Total Net,701,Japan,489,"South America, regional",2020,13.63,Millions,Current Prices
ODA: Total Net,8,Norway,489,"South America, regional",2020,3.52,Millions,Current Prices
ODA: Total Net,801,Australia,489,"South America, regional",2020,1.49,Millions,Current Prices
ODA: Total Net,9,Portugal,489,"South America, regional",2020,0.01,Millions,Current Prices
ODA: Total Net,820,New Zealand,489,"South America, regional",2020,0.08,Millions,Current Prices
ODA: Total Net,742,Korea,489,"South America, regional",2020,0.3,Millions,Current Prices
ODA: Total Net,302,United States,489,"South America, regional",2020,6.49,Millions,Current Prices
ODA: Total Net,4,France,489,"South America, regional",2020,313.85,Millions,Current Prices
ODA: Total Net,301,Canada,489,"South America, regional",2020,53.06,Millions,Current Prices
ODA: Total Net,22,Luxembourg,489,"South America, regional",2020,0.54,Millions,Current Prices
ODA: Total Net,21,Ireland,489,"South America, regional",2020,0.09,Millions,Current Prices
ODA: Total Net,1,Austria,489,"South America, regional",2020,0.01,Millions,Current Prices
ODA: Total Net,10,Sweden,489,"South America, regional",2020,3.95,Millions,Current Prices
ODA: Total Net,11,Switzerland,489,"South America, regional",2020,6.21,Millions,Current Prices
ODA: Total Net,12,United Kingdom,489,"South America, regional",2020,13.63,Millions,Current Prices
ODA: Total Net,18,Finland,489,"South America, regional",2020,0.56,Millions,Current Prices
ODA: Total Net,2,Belgium,489,"South America, regional",2020,0.73,Millions,Current Prices
ODA: Total Net,12,United Kingdom,498,"America, regional",2020,10.87,Millions,Current Prices
ODA: Total Net,11,Switzerland,498,"America, regional",2020,8.43,Millions,Current Prices
ODA: Total Net,10,Sweden,498,"America, regional",2020,0.99,Millions,Current Prices
ODA: Total Net,1,Austria,498,"America, regional",2020,2.03,Millions,Current Prices
ODA: Total Net,4,France,498,"America, regional",2020,0.44,Millions,Current Prices
ODA: Total Net,301,Canada,498,"America, regional",2020,222.13,Millions,Current Prices
ODA: Total Net,302,United States,498,"America, regional",2020,135.98,Millions,Current Prices
ODA: Total Net,742,Korea,498,"America, regional",2020,3.36,Millions,Current Prices
ODA: Total Net,8,Norway,498,"America, regional",2020,2.96,Millions,Current Prices
ODA: Total Net,9,Portugal,498,"America, regional",2020,0.29,Millions,Current Prices
ODA: Total Net,7,Netherlands,498,"America, regional",2020,1.43,Millions,Current Prices
ODA: Total Net,701,Japan,498,"America, regional",2020,15.73,Millions,Current Prices
ODA: Total Net,50,Spain,498,"America, regional",2020,26.43,Millions,Current Prices
ODA: Total Net,5,Germany,498,"America, regional",2020,127.71,Millions,Current Prices
ODA: Total Net,6,Italy,498,"America, regional",2020,116.1,Millions,Current Prices
ODA: Total Net,6,Italy,540,Iran,2020,4.45,Millions,Current Prices
ODA: Total Net,50,Spain,540,Iran,2020,0.79,Millions,Current Prices
ODA: Total Net,5,Germany,540,Iran,2020,104.76,Millions,Current Prices
ODA: Total Net,742,Korea,540,Iran,2020,8.82,Millions,Current Prices
ODA: Total Net,701,Japan,540,Iran,2020,11.42,Millions,Current Prices
ODA: Total Net,7,Netherlands,540,Iran,2020,0.69,Millions,Current Prices
ODA: Total Net,8,Norway,753,Mongolia,2020,0.23,Millions,Current Prices
ODA: Total Net,820,New Zealand,753,Mongolia,2020,0.28,Millions,Current Prices
ODA: Total Net,5,Germany,753,Mongolia,2020,21.04,Millions,Current Prices
ODA: Total Net,6,Italy,753,Mongolia,2020,0.17,Millions,Current Prices
ODA: Total Net,50,Spain,753,Mongolia,2020,-1,Millions,Current Prices
ODA: Total Net,701,Japan,753,Mongolia,2020,263.12,Millions,Current Prices
ODA: Total Net,7,Netherlands,753,Mongolia,2020,0.32,Millions,Current Prices
ODA: Total Net,68,Czech Republic,753,Mongolia,2020,0.26,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,753,Mongolia,2020,0.01,Millions,Current Prices
ODA: Total Net,68,Czech Republic,755,Philippines,2020,0.19,Millions,Current Prices
ODA: Total Net,7,Netherlands,755,Philippines,2020,0.37,Millions,Current Prices
ODA: Total Net,701,Japan,755,Philippines,2020,649.41,Millions,Current Prices
ODA: Total Net,6,Italy,755,Philippines,2020,20.41,Millions,Current Prices
ODA: Total Net,5,Germany,755,Philippines,2020,31.31,Millions,Current Prices
ODA: Total Net,50,Spain,755,Philippines,2020,1.23,Millions,Current Prices
ODA: Total Net,820,New Zealand,755,Philippines,2020,4.99,Millions,Current Prices
ODA: Total Net,8,Norway,755,Philippines,2020,3.48,Millions,Current Prices
ODA: Total Net,801,Australia,755,Philippines,2020,47.4,Millions,Current Prices
ODA: Total Net,742,Korea,755,Philippines,2020,152.77,Millions,Current Prices
ODA: Total Net,75,Hungary,755,Philippines,2020,0.35,Millions,Current Prices
ODA: Total Net,76,Poland,755,Philippines,2020,0.13,Millions,Current Prices
ODA: Total Net,4,France,755,Philippines,2020,274.68,Millions,Current Prices
ODA: Total Net,302,United States,755,Philippines,2020,137.92,Millions,Current Prices
ODA: Total Net,301,Canada,755,Philippines,2020,10.59,Millions,Current Prices
ODA: Total Net,22,Luxembourg,755,Philippines,2020,1.62,Millions,Current Prices
ODA: Total Net,21,Ireland,755,Philippines,2020,0.37,Millions,Current Prices
ODA: Total Net,3,Denmark,755,Philippines,2020,0.72,Millions,Current Prices
ODA: Total Net,10,Sweden,755,Philippines,2020,5.98,Millions,Current Prices
ODA: Total Net,1,Austria,755,Philippines,2020,0.64,Millions,Current Prices
ODA: Total Net,11,Switzerland,755,Philippines,2020,1.56,Millions,Current Prices
ODA: Total Net,18,Finland,755,Philippines,2020,0.63,Millions,Current Prices
ODA: Total Net,12,United Kingdom,755,Philippines,2020,24.62,Millions,Current Prices
ODA: Total Net,2,Belgium,755,Philippines,2020,4.37,Millions,Current Prices
ODA: Total Net,20,Iceland,755,Philippines,2020,0.11,Millions,Current Prices
ODA: Total Net,2,Belgium,764,Thailand,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,764,Thailand,2020,14.74,Millions,Current Prices
ODA: Total Net,18,Finland,764,Thailand,2020,0.16,Millions,Current Prices
ODA: Total Net,11,Switzerland,764,Thailand,2020,0.93,Millions,Current Prices
ODA: Total Net,1,Austria,764,Thailand,2020,0.58,Millions,Current Prices
ODA: Total Net,10,Sweden,764,Thailand,2020,1.01,Millions,Current Prices
ODA: Total Net,3,Denmark,764,Thailand,2020,0.07,Millions,Current Prices
ODA: Total Net,21,Ireland,764,Thailand,2020,0.25,Millions,Current Prices
ODA: Total Net,22,Luxembourg,764,Thailand,2020,0.11,Millions,Current Prices
ODA: Total Net,301,Canada,764,Thailand,2020,0.68,Millions,Current Prices
ODA: Total Net,302,United States,764,Thailand,2020,43.67,Millions,Current Prices
ODA: Total Net,5,Germany,549,Jordan,2020,397.68,Millions,Current Prices
ODA: Total Net,701,Japan,549,Jordan,2020,173.46,Millions,Current Prices
ODA: Total Net,7,Netherlands,549,Jordan,2020,14.69,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,549,Jordan,2020,0.01,Millions,Current Prices
ODA: Total Net,68,Czech Republic,549,Jordan,2020,2.17,Millions,Current Prices
ODA: Total Net,820,New Zealand,549,Jordan,2020,0.33,Millions,Current Prices
ODA: Total Net,801,Australia,549,Jordan,2020,6.23,Millions,Current Prices
ODA: Total Net,8,Norway,549,Jordan,2020,24.48,Millions,Current Prices
ODA: Total Net,742,Korea,549,Jordan,2020,6.71,Millions,Current Prices
ODA: Total Net,75,Hungary,549,Jordan,2020,10.11,Millions,Current Prices
ODA: Total Net,76,Poland,549,Jordan,2020,0.98,Millions,Current Prices
ODA: Total Net,302,United States,549,Jordan,2020,1212.8,Millions,Current Prices
ODA: Total Net,4,France,549,Jordan,2020,86.17,Millions,Current Prices
ODA: Total Net,40,Greece,549,Jordan,2020,0,Millions,Current Prices
ODA: Total Net,22,Luxembourg,549,Jordan,2020,0.6,Millions,Current Prices
ODA: Total Net,21,Ireland,549,Jordan,2020,4.45,Millions,Current Prices
ODA: Total Net,301,Canada,549,Jordan,2020,56.62,Millions,Current Prices
ODA: Total Net,3,Denmark,549,Jordan,2020,8.37,Millions,Current Prices
ODA: Total Net,1,Austria,549,Jordan,2020,1.99,Millions,Current Prices
ODA: Total Net,10,Sweden,549,Jordan,2020,10.18,Millions,Current Prices
ODA: Total Net,11,Switzerland,549,Jordan,2020,19.78,Millions,Current Prices
ODA: Total Net,18,Finland,549,Jordan,2020,0.32,Millions,Current Prices
ODA: Total Net,12,United Kingdom,549,Jordan,2020,104.38,Millions,Current Prices
ODA: Total Net,20,Iceland,549,Jordan,2020,0.16,Millions,Current Prices
ODA: Total Net,2,Belgium,549,Jordan,2020,1.17,Millions,Current Prices
ODA: Total Net,2,Belgium,55,Türkiye,2020,9.05,Millions,Current Prices
ODA: Total Net,20,Iceland,55,Türkiye,2020,0.27,Millions,Current Prices
ODA: Total Net,18,Finland,55,Türkiye,2020,5.2,Millions,Current Prices
ODA: Total Net,12,United Kingdom,55,Türkiye,2020,66.91,Millions,Current Prices
ODA: Total Net,11,Switzerland,55,Türkiye,2020,3.58,Millions,Current Prices
ODA: Total Net,10,Sweden,55,Türkiye,2020,30.98,Millions,Current Prices
ODA: Total Net,1,Austria,55,Türkiye,2020,28.54,Millions,Current Prices
ODA: Total Net,3,Denmark,55,Türkiye,2020,0.9,Millions,Current Prices
ODA: Total Net,301,Canada,55,Türkiye,2020,0.23,Millions,Current Prices
ODA: Total Net,21,Ireland,55,Türkiye,2020,6.3,Millions,Current Prices
ODA: Total Net,22,Luxembourg,55,Türkiye,2020,0.38,Millions,Current Prices
ODA: Total Net,40,Greece,55,Türkiye,2020,4,Millions,Current Prices
ODA: Total Net,4,France,55,Türkiye,2020,139.42,Millions,Current Prices
ODA: Total Net,302,United States,55,Türkiye,2020,49.65,Millions,Current Prices
ODA: Total Net,76,Poland,55,Türkiye,2020,13.07,Millions,Current Prices
ODA: Total Net,75,Hungary,55,Türkiye,2020,5.9,Millions,Current Prices
ODA: Total Net,742,Korea,55,Türkiye,2020,1.34,Millions,Current Prices
ODA: Total Net,801,Australia,55,Türkiye,2020,4.56,Millions,Current Prices
ODA: Total Net,8,Norway,55,Türkiye,2020,5,Millions,Current Prices
ODA: Total Net,820,New Zealand,55,Türkiye,2020,0.02,Millions,Current Prices
ODA: Total Net,9,Portugal,55,Türkiye,2020,0.1,Millions,Current Prices
ODA: Total Net,61,Slovenia,55,Türkiye,2020,0.95,Millions,Current Prices
ODA: Total Net,301,Canada,959,UNDP,2020,29.82,Millions,Current Prices
ODA: Total Net,3,Denmark,959,UNDP,2020,24.76,Millions,Current Prices
ODA: Total Net,1,Austria,959,UNDP,2020,1.48,Millions,Current Prices
ODA: Total Net,10,Sweden,959,UNDP,2020,68.41,Millions,Current Prices
ODA: Total Net,11,Switzerland,959,UNDP,2020,52.93,Millions,Current Prices
ODA: Total Net,2,Belgium,959,UNDP,2020,11.4,Millions,Current Prices
ODA: Total Net,18,Finland,959,UNDP,2020,2.28,Millions,Current Prices
